ID_Influencer;Account;Title;Link;Followers;Authentic engagement;Engagement avg
693;iam_linyi;??????;https://www.instagram.com/iam_linyi/;3600000.0;819100.0;1100000.0
694;pokimanelol;pokimane ?;https://www.instagram.com/pokimanelol/;6000000.0;492400.0;649500.0
695;narins_beauty;••Narins Beauty••;https://www.instagram.com/narins_beauty/;8199999.999999999;392100.0;478100.0
696;hudabeauty;HUDA KATTAN;https://www.instagram.com/hudabeauty/;49900000.0;46600.0;77000.0
697;sofiavergara;Sofia Vergara;https://www.instagram.com/sofiavergara/;24500000.0;120700.0;156100.0
698;kyrieirving;K.A.I Hélà;https://www.instagram.com/kyrieirving/;15900000.0;159200.0;241200.0
699;choi_seung_hyun_tttop;T.O.P;https://www.instagram.com/choi_seung_hyun_tttop/;13300000.0;243100.0;287400.0
700;pedroalonsoochoro;Pedro Alonso;https://www.instagram.com/pedroalonsoochoro/;9600000.0;290000.0;399900.0
701;rafakalimann;RAFA KALIMANN;https://www.instagram.com/rafakalimann/;22700000.0;97000.0;174900.0
702;marcoasensio10;Marco Asensio;https://www.instagram.com/marcoasensio10/;13300000.0;184900.0;283700.0
703;ladivaza;?LA DIVAZA?;https://www.instagram.com/ladivaza/;6800000.0;468500.0;571600.0
704;dylanminnette;Dylan Minnette;https://www.instagram.com/dylanminnette/;7300000.0;322400.0;523799.99999999994
705;tomcruise;Tom Cruise;https://www.instagram.com/tomcruise/;6100000.0;459600.0;638500.0
706;nidhhiagerwal;Nidhhi Agerwal ??;https://www.instagram.com/nidhhiagerwal/;18400000.0;170900.0;204400.0
707;andresiniesta8;Andres Iniesta;https://www.instagram.com/andresiniesta8/;38800000.0;67000.0;96700.0
708;karna.val;??Valentina??;https://www.instagram.com/karna.val/;7200000.0;455100.0;535600.0
709;rupertgrint;Rupert Grint;https://www.instagram.com/rupertgrint/;4700000.0;576400.0;818300.0
710;mterstegen1;Marc ter Stegen;https://www.instagram.com/mterstegen1/;13100000.0;189300.0;285200.0
711;jorgelopez_as;Jorge Lopez;https://www.instagram.com/jorgelopez_as/;9800000.0;235100.0;385800.0
712;ggonekim;;https://www.instagram.com/ggonekim/;5000000.0;607700.0;746600.0
713;courteneycoxofficial;Courteney Cox;https://www.instagram.com/courteneycoxofficial/;12000000.0;233600.0;308600.0
714;skaijackson;S K A I;https://www.instagram.com/skaijackson/;7800000.0;272600.0;481500.0
715;diljitdosanjh;DILJIT DOSANJH;https://www.instagram.com/diljitdosanjh/;12600000.0;242000.0;291000.0
716;kiernanshipka;Kiernan Shipka;https://www.instagram.com/kiernanshipka/;8199999.999999999;281300.0;455800.0
717;loud_babi;Ba?rbara Passos;https://www.instagram.com/loud_babi/;9300000.0;250400.0;404200.0
718;grefg_official;TheGrefg;https://www.instagram.com/grefg_official/;7000000.0;427500.0;530500.0
719;angeldimariajm;A?ngel Di Mari?a;https://www.instagram.com/angeldimariajm/;15900000.0;156400.0;230100.0
720;alvaromorte;Álvaro Morte;https://www.instagram.com/alvaromorte/;12500000.0;212700.0;291200.0
721;playstation;PlayStation;https://www.instagram.com/playstation/;28800000.0;103800.0;126800.0
722;yungmiami305;Caresha ..????;https://www.instagram.com/yungmiami305/;5100000.0;246400.0;731400.0
723;shaq;DR. SHAQUILLE O'NEAL Ed.D.;https://www.instagram.com/shaq/;22500000.0;124000.0;163000.0
724;karljacobs;Karl Jacobs;https://www.instagram.com/karljacobs/;3900000.0;732300.0;954700.0
725;francinyehlke;F?AN;https://www.instagram.com/francinyehlke/;15000000.0;110200.0;240800.0
726;tamerhosny;Tamer Hosny;https://www.instagram.com/tamerhosny/;21700000.0;137700.0;167900.0
727;theshilpashetty;Shilpa Shetty Kundra;https://www.instagram.com/theshilpashetty/;24200000.0;129300.00000000001;149800.0
728;joshu_acoustic;Joshua Hong;https://www.instagram.com/joshu_acoustic/;3800000.0;0.0;969200.0
729;martingarrix;Martin Garrix;https://www.instagram.com/martingarrix/;15500000.0;164400.0;231800.0
730;virgilvandijk;Virgil van Dijk;https://www.instagram.com/virgilvandijk/;11200000.0;224800.0;319000.0
731;wayvofficial;WayV;https://www.instagram.com/wayvofficial/;6800000.0;452300.0;538900.0
732;kikakim;Kristina Kim;https://www.instagram.com/kikakim/;6300000.0;435400.0;576300.0
733;sarwendah29;Sarwendah29;https://www.instagram.com/sarwendah29/;30300000.0;99700.0;118200.0
734;disney;Disney;https://www.instagram.com/disney/;32700000.000000004;89800.0;109200.0
735;earthpix;??  EarthPix  ??;https://www.instagram.com/earthpix/;22100000.0;133600.0;162900.0
736;smtown;SM Entertainment Group;https://www.instagram.com/smtown/;13300000.0;222100.0;268400.0
737;emiliamernes;?MILI?;https://www.instagram.com/emiliamernes/;4400000.0;437400.0;823200.0
738;valeyellow46;Valentino Rossi;https://www.instagram.com/valeyellow46/;12800000.0;211600.0;276000.0
739;fabriziorom;Fabrizio Romano;https://www.instagram.com/fabriziorom/;6100000.0;342800.0;593100.0
740;netflixlat;Netflix Latinoame?rica;https://www.instagram.com/netflixlat/;21800000.0;103100.0;162500.0
